1.60E+07,P,3,1,9.26923993e+01,9.28026015e+01,,,,
1.60E+07,K,3,1,1.55976091e+00,1.05946551e+00,,,,
1.60E+07,h,3,1,3.03002728e-05,1.12106023e-06,,,,
1.60E+07,k,3,1,-5.69500948e-04,-1.33352313e-04,,,,
1.60E+07,P,3,2,1.00697478e+02,1.00095455e+02,,,,
1.60E+07,K,3,2,1.66425580e+00,1.01750058e+00,,,,
1.60E+07,h,3,2,6.57839745e-05,-1.09123558e-06,,,,
1.60E+07,k,3,2,-9.07955911e-04,-1.71036100e-04,,,,
1.60E+07,P,3,3,1.02067015e+02,1.00385676e+02,,,,
1.60E+07,K,3,3,1.68735036e+00,1.06329121e+00,,,,
1.60E+07,h,3,3,8.28607457e-05,-9.11482287e-06,,,,
1.60E+07,k,3,3,1.58650553e-03,-2.59826847e-04,,,,
1.60E+07,C,3,0,-1.06950050e+01,-1.07015912e+01,,,,
1.60E+07,J,3,0,9.98737672e-01,1.00124062e+00,,,,
