1731437,C,2,0,-2.651612805,-0.428964682,-1.524692915,-0.956740443,0.078881523,0.617293524
1731437,J,2,0,6.78E-05,0.652293852,0.409954485,0.543856292,0.760737773,0.881673291
1731437,P,2,1,12.07094628,12.10924207,12.09172296,12.10088392,12.11757841,12.12684109
1731437,K,2,1,1.284450737,1.750896442,1.487216445,1.627073945,1.875729742,2.009488568
1731437,h,2,1,-0.382314153,0.025867981,-0.10388751,-0.021698537,0.093456323,0.170772225
1731437,k,2,1,-0.239805631,0.031607271,-0.072882264,-0.011430887,0.092378601,0.160712569
1731437,P,2,2,41.78535804,42.19536791,42.01827548,42.11138049,42.27810956,42.37322418
1731437,K,2,2,1.659697113,2.217436349,1.929245183,2.079602183,2.373013919,2.580060082
1731437,h,2,2,-0.542142815,0.011534635,-0.356311077,-0.153323728,0.170470826,0.302770755
1731437,k,2,2,-0.307472507,0.010523439,-0.181683197,-0.074645287,0.112347495,0.221428614
