1.60E+07,P,3,1,9.27596502e+01,9.27452058e+01,,,,
1.60E+07,K,3,1,1.35369220e+00,9.60934902e-01,,,,
1.60E+07,h,3,1,-7.20853700e-09,-8.94514680e-04,,,,
1.60E+07,k,3,1,3.38296506e-07,1.38030607e-02,,,,
1.60E+07,P,3,2,9.48966951e+01,1.01270658e+02,,,,
1.60E+07,K,3,2,1.47568951e+00,9.74142539e-01,,,,
1.60E+07,h,3,2,3.55963873e-09,-1.63228216e-03,,,,
1.60E+07,k,3,2,1.61905677e-07,1.34432735e-02,,,,
1.60E+07,P,3,3,9.48118527e+01,9.93149273e+01,,,,
1.60E+07,K,3,3,1.46205602e+00,9.14200091e-01,,,,
1.60E+07,h,3,3,1.59072902e-08,2.61964791e-03,,,,
1.60E+07,k,3,3,1.79204357e-07,1.33290688e-02,,,,
1.60E+07,C,3,0,-1.06981394e+01,-1.06881771e+01,,,,
1.60E+07,J,3,0,1.00533441e+00,1.01456321e+00,,,,
